Mayflower Village,California,91006 
Malibu,California,902639026490265 
Manhattan Beach,California,9026690267 
Marina del Rey,California,90291 
Maywood,California,90270 
North El Monte,California,91006 
Monrovia,California,9101691017 
Monterey Park,California,91754 
Montebello,California,90640 
Norwalk,California,90650 
Pico Rivera,California,90660 
Quartz Hill,California,935369355193586 
Palos Verdes Estates,California,90274 
Paramount,California,90723 
Rancho Palos Verdes,California,90275 
Redondo Beach,California,9027790278 
Pomona,California,91766 
Rolling Hills,California,90274 
Palmdale,California,93550 
Rowland Heights,California,91748 
San Dimas,California,91773 
San Fernando,California,9223372036854775807 
Rosemead,California,91770 
Santa Fe Springs,California,906059067090671 
San Marino,California,9110891118 
San Gabriel,California,917759177691778 
Signal Hill,California,90755 
Sierra Madre,California,9102491025 
South El Monte,California,91733 
South San Gabriel,California,91770 
South Gate,California,90280 
South San Jose Hills,California,91744 
South Whittier,California,90602 
Val Verde,California,91384 
South Pasadena,California,91030 
Temple City,California,91780 
Valinda,California,91744 
Vernon,California,90058 
West Rancho Dominguez,California,90220 
West Carson,California,90502 
West Carson,California,90710 
Torrance,California,90501 
Walnut Park,California,90255 
Vincent,California,91722 
Walnut,California,917889178991795 
West Athens,California,9004490047 
West Whittier Los Nietos,California,90606 
West Puente Valley,California,91746 
Westmont,California,90047 
West Covina,California,91790 
Bonadelle Ranchos Madera Ranchos,California,93636 
Chowchilla,California,93610 
West Hollywood,California,9223372036854775807 
Madera,California,93636 
Willowbrook,California,9002290059 
Parksdale,California,93630 
Madera Acres,California,93638 
Whittier,California,90601 
Parkwood,California,93630 
Oakhurst,California,93644 
Yosemite Lakes,California,93614 
Bolinas,California,94924 
Black Point Green Point,California,94945 
Corte Madera,California,9492594976 
Belvedere,California,94920 
Dillon Beach,California,94929 
Fairfax,California,9493094978 
Inverness,California,94937 
Lagunitas Forest Knolls,California,94933 
Larkspur,California,94939 
Point Reyes Station,California,94956 
Lucas Valley Marinwood,California,94903 
Muir Beach,California,94965 
Novato,California,9494594947 
Kentfield,California,9490494914 
Ross,California,94957 
Mill Valley,California,9494194942 
Stinson Beach,California,94970 
Santa Venetia,California,94903 
San Geronimo,California,94963 
San Rafael,California,94901 
Sausalito,California,94965 
Strawberry,Marin County,California,94941 
Tamalpais Homestead Valley,California,94941 
Woodacre,California,94973 
Bootjack,California,95338 
Mariposa,California,95338 
Tomales,California,94971 
Covelo,California,95428 
Tiburon,California,94920 
Laytonville,California,9541795454 
Talmage,California,95481 
Mendocino,California,95460 
Point Arena,California,95468 
Fort Bragg,California,95437 
Yosemite Valley,California,95389 
Delhi,California,95315 
Atwater,California,9530195342 
Ukiah,California,95482 
Dos Palos,California,93620 
Willits,California,95490 
Hilmar Irwin,California,95324 
Gustine,California,95322 
Le Grand,California,95333 
Livingston,California,95334 
Los Banos,California,93635 
Planada,California,95365 
South Dos Palos,California,93665 
Winton,California,95388 
Aromas,California,95004 
Boronda,California,93907 
Bradley,California,93426 
Alturas,California,96101 
Mammoth Lakes,California,93546 
Carmel by the Sea,California,93921 
Castroville,California,95012 
Elkhorn,California,95012 
Chualar,California,93925 
Del Rey Oaks,California,93940 
Greenfield,California,93927 
Las Lomas,California,95076 
Gonzales,California,93926 
King City,California,93930 
Marina,California,93933 
Moss Landing,California,95039 
Pacific Grove,California,93950 
Pajaro,California,95076 
Prunedale,California,93907 
San Ardo,California,93450 
San Lucas,California,93954 
Sand City,California,93955 
Seaside,California,93955 
Soledad,California,93960 
Salinas,California,93901 
Angwin,California,9450894576 
American Canyon,California,94503 
Deer Park,California,94576 
Spreckels,California,93962 
Calistoga,California,94515 
Napa,California,945589455994581 
Lake Wildwood,California,95946 
Penn Valley,California,95946 
St Helena,California,94574 
Lake of the Pines,California,95602 
Alta Sierra,California,95949 
Aliso Viejo,California,9265692698 
Grass Valley,California,9594595949 
Nevada City,California,95959 
Truckee,California,96160 
Buena Park,California,90620 
Coto de Caza,California,92679 
Brea,California,92821 
Costa Mesa,California,92626 
Cypress,California,90630 
Dana Point,California,9262492629 
Garden Grove,California,92840 
La Habra,California,90631 
Fullerton,California,92831 
La Palma,California,90623 
Laguna Hills,California,9223372036854775807 
Lake Forest,California,9223372036854775807 
Las Flores,California,92688 
Laguna Woods,California,92637 
Laguna Niguel,California,9260792677 
Laguna Beach,California,9265192652 
Los Alamitos,California,90720 
Mission Viejo,California,9223372036854775807 
Placentia,California,92870 
Orange,California,92856 
Newport Beach,California,92657 
Rancho Santa Margarita,California,9268892679 
San Clemente,California,92672 
San Juan Capistrano,California,92675 
Seal Beach,California,90740 
Stanton,California,90680 
North Tustin,California,92705 
Villa Park,California,92861 
Dollar Point,California,96145 
Tustin,California,92780 
Granite Bay,California,95746 
Colfax,California,95713 
Foresthill,California,95631 
Westminster,California,92683 
Yorba Linda,California,928859288692887 
Auburn,California,95602 
Kings Beach,California,96143 
Meadow Vista,California,95722 
Loomis,California,95650 
North Auburn,California,95603 
Rocklin,California,9567795765 
Lincoln,California,95648 
Almanor,California,95947 
Tahoe Vista,California,96148 
Belden,California,95915 
Beckwourth,California,96129 
Roseville,California,956789566195747 
C Road,California,96135 
Bucks Lake,California,95971 
Caribou,California,95915 
Canyondam,California,95923 
Chilcoot Vinton,California,96105 
Blairsden,California,96103 
Clio,California,96106 
Crescent Mills,California,95934 
Chester,California,96020 
Delleker,California,96122 
Graeagle,California,96103 
Greenville,California,95947 
East Shore,California,96137 
Greenhorn,California,95971 
Cromberg,California,96103 
Hamilton Branch,California,96137 
East Quincy,California,95971 
Indian Falls,California,95952 
Lake Almanor Country Club,California,96137 
Keddie,California,95952 
Iron Horse,California,96122 
Johnsville,California,96103 
La Porte,California,95981 
Lake Almanor Peninsula,California,96137 
Lake Almanor West,California,96020 
Little Grass Valley,California,96053 
Meadow Valley,California,95956 
Lake Davis,California,96137 
Paxton,California,95971 
Mohawk Vista,California,96103 
Plumas Eureka,California,96103 
Prattville,California,95923 
Storrie,California,95980 
Spring Garden,California,95971 
Taylorsville,California,95983 
Tobin,California,95980 
Twain,California,95984 
Valley Ranch,California,96106 
Quincy,California,95971 
Whitehawk,California,95758 
Banning,California,92220 
Portola,California,9612296129 
Blythe,California,92225 
Bermuda Dunes,California,92201 
Cherry Valley,California,92223 
Calimesa,California,92320 
Beaumont,California,92223 
Canyon Lake,California,92587 
Cathedral City,California,92234 
Cabazon,California,9223092282 
East Blythe,California,92225 
Corona,California,92877 
East Hemet,California,92544 
Desert Hot Springs,California,92240 
Coachella,California,92236 
Glen Avon,California,92509 
El Cerrito,Riverside County,California,92881 
Highgrove,California,92507 
Hemet,California,92543 
Home Gardens,California,92879 
Homeland,California,92548 
Idyllwild Pine Cove,California,92549 
Lakeview,California,92567 
Indian Wells,California,92210 
Mira Loma,California,91752 
Indio,California,92201 
Lake Elsinore,California,92530 
La Quinta,California,92253 
Murrieta Hot Springs,California,92562 
Mecca,California,92254 
Moreno Valley,California,92551 
Murrieta,California,92562 
Nuevo,California,92567 
Norco,California,92860 
Pedley,California,92509 
Romoland,California,92585 
Sedco Hills,California,92330 
Perris,California,92570 
Rancho Mirage,California,92270 
Rubidoux,California,92509 
San Jacinto,California,925819258292583 
Sunnyslope,California,92509 
Palm Desert,California,9223372036854775807 
Thousand Palms,California,92276 
Wildomar,California,92595 
Winchester,California,92596 
Woodcrest,California,92504 
Valle Vista,California,92544 
Temecula,California,92589 
Elk Grove,California,9562495757 
Arden Arcade,California,95864 
Arden Arcade,California,95825 
Riverside,California,92501 
Florin,California,95828 
Carmichael,California,95608 
Citrus Heights,California,956109561195621 
Fair Oaks,California,95628 
Foothill Farms,California,9584195842 
Galt,California,95632 
Folsom,California,956309567195763 
Gold River,California,95670 
Isleton,California,95641 
La Riviera,California,95826 
Laguna Creek,Elk Grove,California,95757 
Orangevale,California,95662 
North Highlands,California,95660 
Rancho Murieta,California,95683 
Rancho Cordova,California,956709574195742 
Rosemont,California,9582695827 
Rio Linda,California,95673 
Vineyard,California,9582895829 
Walnut Grove,California,95690 
Ridgemark,California,95023 
Wilton,California,95693 
San Juan Bautista,California,95045 
Adelanto,California,92301 
Apple Valley,California,9230792308 
Hollister,California,95023 
Big Bear City,California,9231492386 
Big River,California,92242 
Big Bear Lake,California,92315 
Bloomington,California,92316 
Bluewater,California,92363 
Barstow,California,923109231192312 
Colton,California,9231392324 
Chino Hills,California,91709 
Grand Terrace,California,92313 
Crestline,California,92325 
Chino,California,9170891710 
Highland,California,92346 
Hesperia,California,923409234492345 
Lake Arrowhead,California,92352 
Lenwood,California,92311 
Morongo Valley,California,92256 
Fontana,California,9233192334 
Muscoy,California,92407 
Mentone,California,92359 
Montclair,California,91763 
Mountain View Acres,California,92392 
Joshua Tree,California,92252 
Nebo Center,California,92311 
Running Springs,California,92382 
San Antonio Heights,California,91784 
Rialto,California,9237692377 
Needles,California,92363 
Rancho Cucamonga,California,9223372036854775807 
Redlands,California,92373 
Ontario,California,9175891761 
Yucaipa,California,92399 
San Bernardino,California,92401 
Bonsall,California,92003 
Yucca Valley,California,92284 
Bonita,California,9190291908 
Wrightwood,California,92397 
Alpine,California,9190191903 
Victorville,California,92392 
Bostonia,California,92021 
Camp Pendleton North,California,92055 
Camp Pendleton South,California,92055 
Casa de Oro Mount Helix,California,92041 
Borrego Springs,California,92004 
Crest,California,92021 
Coronado,California,9211892178 
Del Mar,California,92014 
El Cajon,California,92019 
Chula Vista,California,91909 
Carlsbad,California,92008 
Fairbanks Ranch,California,92067 
Escondido,California,92025 
Fallbrook,California,9202892088 
Hidden Meadows,California,92026 
Harbison Canyon,California,92019 
Granite Hills,California,92021 
Jamul,California,91935 
Imperial Beach,California,91932 
Julian,California,92036 
La Presa,California,91977 
Lake San Marcos,California,92069 
La Mesa,California,91941 
Lemon Grove,California,91945 
Lakeside,California,92040 
National City,California,91950 
Pine Valley,California,91962 
Rainbow,California,92028 
Oceanside,California,9204992051 
Poway,California,9206492074 
Rancho Santa Fe,California,9206792091 
Santee,California,92071 
San Diego Country Estates,California,92065 
San Marcos,California,9223372036854775807 
Ramona,California,92065 
Solana Beach,California,92075 
Spring Valley,San Diego County,California,91976 
Valley Center,California,92082 
Winter Gardens,California,92040 
August,California,95231 
Country Club,California,95231 
Escalon,California,95320 
French Camp,California,95231 
Farmington,California,95230 
Garden Acres,California,95215 
Lincoln Village,California,95207 
Linden,California,95236 
Vista,California,9223372036854775807 
Lathrop,California,95330 
Morada,California,95212 
Lockeford,California,95237 
Manteca,California,95336 
Taft Mosswood,California,95231 
Ripon,California,95366 
Lodi,California,95240 
Cambria,California,93428 
Cayucos,California,93430 
Atascadero,California,93422 
Tracy,California,9530495376 
Lake Nacimiento,California,93446 
Grover Beach,California,9343393483 
Oceano,California,9344593475 
Arroyo Grande,California,93420 
Nipomo,California,93444 
Morro Bay,California,93442 
San Miguel,San Luis Obispo County,California,93451 
Shandon,California,93461 
Pismo Beach,California,93448 
Templeton,California,93465 
Belmont,California,94002 
Atherton,California,94027 
San Luis Obispo,California,93401 
Brisbane,California,94005 
Colma,California,94014 
Broadmoor,California,94014 
Burlingame,California,94010 
El Granada,California,94018 
East Palo Alto,California,94303 
Emerald Lake Hills,California,94062 
Daly City,California,94014 
Foster City,California,94404 
Highlands Baywood Park,California,94402 
Half Moon Bay,California,94019 
Hillsborough,California,94010 
Millbrae,California,9403094031 
Montara,California,94037 
Moss Beach,California,94038 
Portola Valley,California,94028 
North Fair Oaks,California,94025 
Pacifica,California,94044 
Redwood City,California,9405994061 
West Menlo Park,California,94025 
San Carlos,California,94070 
San Bruno,California,94066 
Woodside,California,94061 
South San Francisco,California,940809408394099 
San Mateo,California,94401 
Buellton,California,93427 
Goleta,California,9311193116 
Carpinteria,California,93013 
Guadalupe,California,93434 
Mission Canyon,California,93105 
Isla Vista,California,93117 
Los Alamos,California,93440 
Mission Hills,California,93436 
Lompoc,California,93436 
Montecito,California,9310893150 
Summerland,California,93067 
Orcutt,California,9345593457 
Santa Ynez,California,93460 
Solvang,California,93463 
Toro Canyon,California,93013 
Santa Maria,California,93454 
Vandenberg Village,California,93436 
Cambrian Park,California,95124 
Alum Rock,California,95127 
Santa Barbara,California,93101 
East Foothills,California,95127 
Cupertino,California,95014 
Campbell,California,950089500995011 
Fruitdale,California,95128 
Lexington Hills,California,95033 
Gilroy,California,9502095021 
Los Altos Hills,California,9402294024 
Loyola,California,94024 
San Martin,California,95046 
Monte Sereno,California,95030 
Morgan Hill,California,95037 
Seven Trees,California,95111 
Sunol Midtown,California,94586 
Saratoga,California,95070 
Mountain View,California,9403594039 
Stanford,California,9430594309 
Santa Clara,California,95050 
Amesti,California,95076 
Aptos,California,9500195003 
Aptos Hills Larkin Valley,California,95003 
Day Valley,California,95003 
Sunnyvale,California,94085 
Freedom,California,95019 
Ben Lomond,California,95005 
Boulder Creek,California,95006 
Felton,California,95018 
Corralitos,California,95076 
Capitola,California,9501095062 
Interlaken,California,95076 
Live Oak,Santa Cruz County,California,95062 
Opal Cliffs,California,95062 
Soquel,California,95073 
Twin Lakes,California,95066 
Watsonville,California,9507695077 
Anderson,California,96007 
Rio del Mar,California,95003 
Scotts Valley,California,950609506695067 
Big Bend,California,96011 
French Gulch,California,96033 
Burney,California,96013 
Cottonwood,California,96022 
Lakehead Lakeshore,California,96051 
Millville,California,96062 
Palo Cedro,California,96073 
Round Mountain,California,96084 
Loyalton,California,96118 
Shasta Lake,California,960199607996089 
Shingletown,California,96088 
McArthur,California,96056 
Carrick,California,96094 
Dorris,California,96023 
Edgewood,California,96094 
Gazelle,California,96034 
Dunsmuir,California,96025 
Greenview,California,96037 
Etna,California,96027 
Grenada,California,96038 
Fort Jones,California,96032 
Hornbrook,California,96044 
Macdoel,California,96058 
Montague,California,96064 
McCloud,California,96057 
Mount Hebron,California,96058 
Redding,California,9223372036854775807 
Tennant,California,96012 
Tulelake,California,96134 
Weed,California,96094 
Elmira,California,95625 
Mount Shasta,California,96067 
Green Valley,Solano County,California,94534 
Rio Vista,California,94571 
Bodega Bay,California,94923 
Boyes Hot Springs,California,9541695476 
Suisun City,California,9453494585 
Yreka,California,96097 
El Verano,California,95433 
Eldridge,California,95431 
Cloverdale,California,95425 
Fetters Hot Springs Agua Caliente,California,95416 
Forestville,California,95436 
Cotati,California,94926 
Glen Ellen,California,95442 
Graton,California,95444 
Monte Rio,California,95462 
Guerneville,California,95446 
Healdsburg,California,95448 
Roseland,California,95407 
Occidental,California,95465 
Rohnert Park,California,94926 
Petaluma,California,949529495494953 
Temelec,California,95476 
Windsor,California,95492 
Bret Harte,California,95358 
Bystrom,California,95351 
Ceres,California,95307 
Del Rio,California,95367 
Denair,California,95316 
East Oakdale,California,95316 
Sonoma,California,95476 
Empire,California,95319 
Grayson,California,95363 
Santa Rosa,California,95401 
Hickman,California,95323 
Hughson,California,95326 
Keyes,California,95328 
Salida,California,95368 
Patterson,California,95363 
Riverbank,California,95367 
Newman,California,95360 
Oakdale,California,95361 
Riverdale Park,California,95367 
Westley,California,95387 
Modesto,California,95350 
Shackelford,California,95351 
West Modesto,California,95351 
Waterford,California,95386 
Live Oak,Sutter County,California,95953 
South Yuba City,California,95991 
Turlock,California,95380 
Sutter,California,95982 
Tierra Buena,California,95993 
Tierra Buena,California,95993 
Gerber Las Flores,California,96035 
Manton,California,96059 
Corning,California,9602196029 
Los Molinos,California,96055 
Mineral,California,9606196063 
Yuba City,California,95991 
Lewiston,California,96052 
Tehama,California,96090 
Hayfork,California,96041 
Alpaugh,California,93201 
Cutler,California,93615 
Ducor,California,93218 
Dinuba,California,93618 
Weaverville,California,96093 
Earlimart,California,93219 
Red Bluff,California,96080 
East Orosi,California,93647 
Farmersville,California,93223 
Goshen,California,93227 
Lemon Cove,California,93244 
Ivanhoe,California,93235 
Exeter,California,93221 
Lindsay,California,93247 
London,California,93618 
Orosi,California,93647 
Pixley,California,93256 
Poplar Cotton Center,California,93257 
Richgrove,California,93261 
Springville,California,9320893265 
Strathmore,California,93267 
Terra Bella,California,93270 
Traver,California,93673 
Tipton,California,93272 
Porterville,California,93257 
Tulare,California,93274 
Woodville,California,93257 
Woodlake,California,93286 
Chinese Camp,California,95309 
Three Rivers,California,93271 
Columbia,California,95310 
Phoenix Lake Cedar Ridge,California,95370 
Groveland Big Oak Flat,California,95305 
East Sonora,California,95370 
Mono Vista,California,95370 
Soulsbyville,California,95372 
Mi Wuk Village,California,95346 
Jamestown,California,95327 
Visalia,California,93277 
Tuolumne City,California,95379 
Twain Harte,California,95383 
Casa Conejo,California,91320 
Sonora,California,9537095373 
Camarillo,California,93010 
Meiners Oaks,California,93023 
Mira Monte,California,93023 
El Rio,California,93036 
Fillmore,California,93015 
Oak Park,California,91377 
Oak View,California,93022 
Moorpark,California,93021 
Piru,California,93040 
Ojai,California,93023 
Oxnard,California,93030 
Port Hueneme,California,93041 
Santa Paula,California,93060 
Esparto,California,95627 
West Sacramento,California,9569195605 
Ventura,California,93001 
Thousand Oaks,California,9223372036854775807 
Woodland,California,9569595776 
Linda,California,95961 
Loma Rica,California,95901 
Olivehurst,California,95961 
Bennett,Colorado,80102 
Wheatland,California,95692 
Marysville,California,95901 
Arvada,Colorado,80001 
Brighton,Colorado,80601 
Aurora,Colorado,80010 
Commerce City,Colorado,80022 
Federal Heights,Colorado,802218023480260 
Broomfield,Colorado,800208002180023 
Broomfield,Colorado,80038 
North Washington,Colorado,80216 
Sherrelwood,Colorado,80221 
Northglenn,Colorado,9223372036854775807 
Strasburg,Colorado,80136 
Todd Creek,Colorado,80602 
Twin Lakes,Adams County,Colorado,8122881251 
Welby,Colorado,80229 
Hooper,Colorado,81136 
Westminster,Colorado,800038000580020 
Byers,Colorado,80103 
Bow Mar,Colorado,80123 
Cherry Hills Village,Colorado,80110 
Columbine,Colorado,80128 
Columbine Valley,Colorado,80123 
Foxfield,Colorado,80016 
Sheridan,Colorado,80110 
Glendale,Colorado,80246 
Greenwood Village,Colorado,80110 
Arboles,Colorado,81121 
Deer Trail,Colorado,80105 
Englewood,Colorado,80110 
Campo,Colorado,81029 
Pritchett,Colorado,81064 
Pagosa Springs,Colorado,8114781157 
Springfield,Colorado,81073 
Two Buttes,Colorado,81084 
Vilas,Colorado,81087 
Walsh,Colorado,81090 
Allenspark,Colorado,80510 
Eldorado Springs,Colorado,80025 
Erie,Colorado,80154 
Gold Hill,Colorado,80302 
Las Animas,Colorado,81054 
Jamestown,Colorado,80455 
Gunbarrel,Colorado,8030180503 
Louisville,Colorado,80027 
Longmont,Colorado,80501 
Lafayette,Colorado,80026 
Lyons,Colorado,80540 
Niwot,Colorado,8050380544 
Ward,Colorado,80481 
Superior,Colorado,80027 
Buena Vista,Colorado,81211 
Poncha Springs,Colorado,81242 
Cheyenne Wells,Colorado,80810 
Nederland,Colorado,80466 
Kit Carson,Colorado,80825 
Empire,Colorado,80438 
St Mary s,Colorado,80452 
Salida,Colorado,812018122781237 
Silver Plume,Colorado,80476 
Georgetown,Colorado,80444 
Antonito,Colorado,81120 
La Jara,Colorado,81140 
Romeo,Colorado,81148 
Sanford,Colorado,81151 
Blanca,Colorado,81123 
Fort Garland,Colorado,81133 
Manassa,Colorado,81141 
Crowley,Colorado,81033 
Sugar City,Colorado,81076 
San Luis,Colorado,81152 
Olney Springs,Colorado,81062 
Ordway,Colorado,81063 
Silver Cliff,Colorado,81252 
Westcliffe,Colorado,81252 
Cedaredge,Colorado,81413 
Hotchkiss,Colorado,81419 
Orchard City,Colorado,81410 
Delta,Colorado,81416 
Dove Creek,Colorado,81324 
Crawford,Colorado,81415 
Rico,Colorado,81332 
Paonia,Colorado,81428 
Castle Pines,Colorado,80108 
Franktown,Colorado,80116 
Louviers,Colorado,80131 
Lone Tree,Colorado,80124 
Larkspur,Colorado,80118 
Highlands Ranch,Colorado,801268012980130 
Meridian,Colorado,80112 
Heritage Hills,Colorado,80124 
Perry Park,Colorado,80118 
Roxborough Park,Colorado,80125 
The Pinery,Colorado,80134 
Parker,Colorado,8013480138 
Sedalia,Colorado,80135 
Westcreek,Colorado,80863 
Stonegate,Colorado,80134 
Basalt,Colorado,81621 
Avon,Colorado,81620 
Eagle Vail,Colorado,81620 
Edwards,Colorado,81632 
Red Cliff,Colorado,81649 
Minturn,Colorado,81645 
El Jebel,Colorado,81623 
Gypsum,Colorado,81637 
Eagle,Colorado,81631 
Black Forest,Colorado,8010680908 
Calhan,Colorado,80808 
Vail,Colorado,81657 
Gleneagle,Colorado,80921 
Fountain,Colorado,80817 
Palmer Lake,Colorado,80133 
Manitou Springs,Colorado,80829 
Stratmoor,Colorado,80906 
Ramah,Colorado,80832 
Elizabeth,Colorado,80107 
Monument,Colorado,80132 
Woodmoor,Colorado,80132 
Kiowa,Colorado,80117 
Simla,Colorado,80835 
Ponderosa Park,Colorado,80107 
Florence,Colorado,81226 
Lincoln Park,Colorado,81212 
Penrose,Colorado,81240 
Rockvale,Colorado,81244 
Williamsburg,Colorado,81226 
Carbondale,Colorado,81623 
Battlement Mesa,Colorado,81636 
New Castle,Colorado,81647 
Parachute,Colorado,8163581636 
Grand Lake,Colorado,80447 
Glenwood Springs,Colorado,8160181602 
Granby,Colorado,80446 
Black Hawk,Colorado,8040380422 
Rifle,Colorado,81650 
Fraser,Colorado,80442 
Hot Sulphur Springs,Colorado,80451 
Silt,Colorado,81652 
Tabernash,Colorado,80478 
Kremmling,Colorado,80459 
Winter Park,Colorado,80482 
Marble,Colorado,81623 
Gunnison,Colorado,81230 
Mount Crested Butte,Colorado,81225 
Crested Butte,Colorado,81224 
Pitkin,Colorado,81241 
Walden,Colorado,8043080480 
Lake City,Colorado,81235 
Walsenburg,Colorado,81089 
Aspen Park,Colorado,80433 
La Veta,Colorado,81055 
Genesee,Colorado,80401 
Indian Hills,Colorado,80454 
Ken Caryl,Colorado,80127 
Kittredge,Colorado,80457 
Edgewater,Colorado,80214 
Morrison,Colorado,80465 
Evergreen,Colorado,8043980437 
Haswell,Colorado,81045 
Sheridan Lake,Colorado,81071 
Bethune,Colorado,80805 
Flagler,Colorado,80815 
Eads,Colorado,81036 
Stratton,Colorado,80836 
Burlington,Colorado,80807 
Vona,Colorado,80861 
Seibert,Colorado,80834 
Bayfield,Colorado,81122 
Leadville North,Colorado,80461 
Ignacio,Colorado,81137 
Campion,Colorado,80537 
Durango,Colorado,81301 
Berthoud,Colorado,80513 
Laporte,Colorado,80535 
Estes Park,Colorado,80517 
Red Feather Lakes,Colorado,80545 
Timnath,Colorado,80547 
Wellington,Colorado,80549 
Loveland,Colorado,8053480537 
Aguilar,Colorado,81020 
Windsor,Colorado,8052880550 
Starkville,Colorado,81082 
Arriba,Colorado,80804 
Branson,Colorado,81027 
Kim,Colorado,81049 
Genoa,Colorado,80818 
Trinidad,Colorado,81082 
Hugo,Colorado,80821 
Crook,Colorado,80726 
Fleming,Colorado,80728 
Iliff,Colorado,80736 
Atwood,Colorado,80722 
Merino,Colorado,80741 
Padroni,Colorado,80745 
Limon,Colorado,8082680828 
De Beque,Colorado,81630 
Peetz,Colorado,80747 
Clifton,Colorado,81520 
Collbran,Colorado,81624 
Fruita,Colorado,81521 
Fruitvale,Colorado,81504 
Orchard Mesa,Colorado,81503 
Sterling,Colorado,80751 
Palisade,Colorado,81526 
Redlands,Colorado,81507 
Grand Junction,Colorado,81501 
Dinosaur,Colorado,81610 
Creede,Colorado,81130 
Dolores,Colorado,81323 
Craig,Colorado,81625 
Towaoc,Colorado,81334 
Cortez,Colorado,81321 
Mancos,Colorado,81328 
Naturita,Colorado,81422 
Nucla,Colorado,81424 
Olathe,Colorado,81425 
Fort Morgan,Colorado,80701 
Brush,Colorado,80723 
Montrose,Colorado,814018140281403 
Log Lane Village,Colorado,80705 
Hillrose,Colorado,80733 
Cheraw,Colorado,81030 
Fowler,Colorado,81039 
Wiggins,Colorado,80654 
Manzanola,Colorado,81058 
Swink,Colorado,81077 
Loghill Village,Colorado,81432 
Rocky Ford,Colorado,81067 
La Junta,Colorado,81050 
Fairplay,Colorado,80440 
Haxtun,Colorado,80731 
Paoli,Colorado,80746 
Ouray,Colorado,81427 
Ridgway,Colorado,81432 
Alma,Colorado,80420 
Snowmass Village,Colorado,81615 
Holyoke,Colorado,80734 
Granada,Colorado,81041 
Hartman,Colorado,81043 
Holly,Colorado,81047 
Wiley,Colorado,81092 
Avondale,Colorado,81022 
Boone,Colorado,81025 
Pueblo West,Colorado,81007 
Colorado City,Colorado,81019 
Lamar,Colorado,81052 
Center,Colorado,81125 
Meeker,Colorado,81641 
Rangely,Colorado,81648 
Monte Vista,Colorado,8113581144 
Hayden,Colorado,81639 
Rye,Colorado,81069 
Del Norte,Colorado,81132 
Oak Creek,Colorado,80467 
Yampa,Colorado,80483 
South Fork,Colorado,81154 
Steamboat Springs,Colorado,804778048780488 
Moffat,Colorado,81143 
Norwood,Colorado,81423 
Mountain Village,Colorado,81435 
Silverton,Colorado,81433 
Ophir,Colorado,81426 
Sawpit,Colorado,8143081435 
Ovid,Colorado,80744 
Saguache,Colorado,81149 
Sedgwick,Colorado,80749 
Keystone,Colorado,80435 
Frisco,Colorado,80443 
Julesburg,Colorado,80737 
Montezuma,Colorado,80435 
Dillon,Colorado,80435 
Silverthorne,Colorado,8049780498 
Breckenridge,Colorado,80424 
Victor,Colorado,80860 
Aristocrat Ranchettes,Colorado,80621 
Woodland Park,Colorado,8086380866 
Dacono,Colorado,80514 
Otis,Colorado,80743 
Ault,Colorado,80610 
Eaton,Colorado,80615 
Akron,Colorado,80720 
Evans,Colorado,80620 
Firestone,Colorado,8050480520 
Fort Lupton,Colorado,80621 
Garden City,Colorado,80631 
Frederick,Colorado,80504 
Gilcrest,Colorado,80623 
Hudson,Colorado,80642 
Grover,Colorado,80729 
Johnstown,Colorado,80534 
Keenesburg,Colorado,80643 
Kersey,Colorado,80644 
Lochbuie,Colorado,80603 
LaSalle,Colorado,80645 
Greeley,Colorado,80631 
Mead,Colorado,80542 
Pierce,Colorado,80650 
Nunn,Colorado,80648 
Platteville,Colorado,80651 
Milliken,Colorado,80543 
Severance,Colorado,80546 
Eckley,Colorado,80727 
Wray,Colorado,80758 
Yuma,Colorado,80759 
Georgetown,Connecticut,6829 
Easton,Connecticut,6612 
Monroe,Connecticut,6468 
New Fairfield,Connecticut,6812 
Sherman,Connecticut,6784 
Fairfield,Connecticut,6824 
Fairfield,Connecticut,6825 
Fairfield,Connecticut,6828 
Fairfield,Connecticut,6890 
Weston,Connecticut,6883 
Redding,Connecticut,6896 
Greenwich,Connecticut,9223372036854775807 
New Canaan,Connecticut,6840 
Avon,Connecticut,6001 
Wilton,Connecticut,6897 
Berlin,Connecticut,602306037 
Bloomfield,Connecticut,6002 
Burlington,Connecticut,6013 
Canton,Connecticut,6019060200602206208 
East Granby,Connecticut,6026 
East Windsor,Connecticut,601606088 
Enfield,Connecticut,6082 
Farmington,Connecticut,603206085 
Glastonbury,Connecticut,60250603306073 
Hazardville,Connecticut,6082 
Hartland,Connecticut,6027 
Granby,Connecticut,60350606006090 
Marlborough,Connecticut,6447 
Plainville,Connecticut,6062 
Manchester,Connecticut,6040 
Rocky Hill,Connecticut,6067 
Suffield,Connecticut,607806093 
Southington,Connecticut,6479064890646706176 
Simsbury,Connecticut,6070060810608906240 
Bantam,Connecticut,6750 
South Windsor,Connecticut,6074 
Windsor,Connecticut,6095 
Barkhamsted,Connecticut,606306065 
Bethlehem,Connecticut,6751 
Bridgewater,Connecticut,6752 
Colebrook,Connecticut,6021 
Cornwall,Connecticut,675406796 
Harwinton,Connecticut,6791 
Goshen,Connecticut,6756 
New Hartford,Connecticut,6057 
Morris,Connecticut,6763 
Norfolk,Connecticut,6058 
North Canaan,Connecticut,601806024 
Plymouth,Connecticut,678206786 
Terryville,Connecticut,6786 
